"column1","url","title","organisation","rating","Rating Count","enrollments","Mode","Level","duration","Language","subtitles","price","Course Package","Course Projects"
4468,https://www.coursera.org/learn/principais-elementos-do-sucesso-do-cliente,Principais Elementos do Sucesso do Cliente,Fundação Instituto de Administração,NA,NA,"411","100% online",Beginner Level,Approx. 40 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),4001,-,Coursera Labs
4469,https://www.coursera.org/learn/principes-de-base-du-soutien-technique,Principes de base du soutien technique,Google,"4.8","29 ","6,707,890","100% online",Beginner Level,Approx. 24 hours to complete,French," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, Spanish",1143,-,-
4470,https://www.coursera.org/learn/principes-de-base-du-support-technique,Principes de base du support technique,Google,"4.3","48 ","2,998","100% online",Beginner Level,Approx. 24 hours to complete,French," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish",1143,-,-
4471,https://www.coursera.org/learn/principios-basicos-da-publicidade-em-midias-sociais,Princípios básicos da publicidade em mídias sociais,Meta,NA,NA,"96,282","100% online",Beginner Level,Approx. 9 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), English",2368,-,Coursera Labs
4472,https://www.coursera.org/learn/principios-de-desenvolvimento-agil-de-software,Princípios de Desenvolvimento Ágil de Software,Instituto Tecnológico de Aeronáutica,"4.6","190 ","21,832","100% online",Intermediate Level,Approx. 16 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),2368,-,-
4473,https://www.coursera.org/learn/principios-esenciales-de-diseno-en-tableau,Principios esenciales de diseño en Tableau,Universidad Austral,"4.4","20 ","2,924","100% online",Beginner Level,Approx. 7 hours to complete,Spanish, Spanish,2368,-,-
4474,https://www.coursera.org/learn/principios-y-regulaciones-de-seguridad-de-la-informacion,Principios y Regulaciones de Seguridad de la Información,Universidad de los Andes,"4.7","180 ","4,441","100% online",Beginner Level,Approx. 16 hours to complete,Spanish, Spanish,4001,-,-
4475,https://www.coursera.org/learn/principles-of-computing-1,Principles of Computing (Part 1),Rice University,"4.7","574 ","32,402","100% online",Intermediate Level,Approx. 19 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4476,https://www.coursera.org/learn/principles-of-computing-2,Principles of Computing (Part 2),Rice University,"4.8","358 ","18,380","100% online",NA,Approx. 15 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Romanian",4001,Course 4 of 7,-
4477,https://www.coursera.org/learn/principles-of-management,Principles of Management,Johns Hopkins University,"4.8","132 ","19,345","100% online",NA,Approx. 15 hours to complete,English, English,2368,-,Coursera Labs
4478,https://www.coursera.org/learn/principles-of-public-relations,Principles of Public Relations,University of Colorado Boulder,"4.7","260 ","9,071","100% online",Beginner Level,Approx. 6 hours to complete,English, English,4001,-,-
4479,https://www.coursera.org/learn/principles-of-ux-ui-design,Principles of UX/UI Design,Meta,"4.7","290 ","38,502","100% online",Beginner Level,Approx. 21 hours to complete,English, English,0,-,-
4480,https://www.coursera.org/learn/principles-of-ux-ui-design-es,Principios de diseño UX/UI,Meta,NA,NA,"377,779","100% online",Beginner Level,Approx. 21 hours to complete,Spanish, Spanish,3184,-,Coursera Labs
4481,https://www.coursera.org/learn/privacy-capstone,Privacy & Standardisation Capstone,EIT Digital,NA,NA,"13,269","100% online",Intermediate Level,Approx. 23 hours to complete,English, English,3184,-,Coursera Labs
4483,https://www.coursera.org/learn/privacy-law-data-protection,Privacy Law and Data Protection,University of Pennsylvania,"4.8","652 ","21,488","100% online",NA,Approx. 12 hours to complete,English," French, Portuguese (European), Russian, English, Spanish, Persian",6451,Course 3 of 4,-
4484,https://www.coursera.org/learn/privacy-law-hipaa,Privacy Law and HIPAA,University of Pennsylvania,"4.5","97 ","4,562","100% online",NA,Approx. 11 hours to complete,English, English,6451,Course 2 of 4,-
4485,https://www.coursera.org/learn/privacy-laws-us,Privacy in the USA,EIT Digital,"4.3","44 ","2,229","100% online",Intermediate Level,Approx. 9 hours to complete,English, English,3184,-,-
4486,https://www.coursera.org/learn/private-cloud-ibm-power-systems,Private Cloud Management on IBM Power Systems,IBM,"4.9","50 ","2,271","100% online",Intermediate Level,Approx. 13 hours to complete,English, English,4001,-,-
4487,https://www.coursera.org/learn/private-equity,Private Equity and Venture Capital,Università Bocconi,"4.8","7,545 ","219,739","100% online",NA,Approx. 9 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,Coursera Labs
4488,https://www.coursera.org/learn/private-equity-fr,Capital-investissement et capital-risque,Università Bocconi,"4.5","16 ","2,012","100% online",NA,Approx. 9 hours to complete,French," French, Portuguese (Brazilian), Russian, English, Spanish",2381,-,Coursera Labs
4489,https://www.coursera.org/learn/proactive-computer-security,Proactive Computer Security,University of Colorado System,"4.7","239 ","14,538","100% online",Beginner Level,Approx. 11 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4490,https://www.coursera.org/learn/probabilidad,Fundamentos de probabilidad y aplicaciones,Universidad de los Andes,"4.8","129 ","9,897","100% online",Intermediate Level,Approx. 16 hours to complete,Spanish, Spanish,4040,-,-
4491,https://www.coursera.org/learn/probabilistic-deep-learning-with-tensorflow2,Probabilistic Deep Learning with TensorFlow 2,Imperial College London,"4.7","94 ","11,763","100% online",Advanced Level,Approx. 52 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4492,https://www.coursera.org/learn/probabilistic-graphical-models,Probabilistic Graphical Models 1: Representation,Stanford University,"4.6","1,409 ","86,305","100% online",Advanced Level,Approx. 66 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4493,https://www.coursera.org/learn/probabilistic-graphical-models-2-inference,Probabilistic Graphical Models 2: Inference,Stanford University,"4.6","480 ","24,186","100% online",Advanced Level,Approx. 38 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4001,-,-
4494,https://www.coursera.org/learn/probabilistic-graphical-models-3-learning,Probabilistic Graphical Models 3: Learning,Stanford University,"4.6","297 ","20,382","100% online",Advanced Level,Approx. 66 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4001,-,-
4495,https://www.coursera.org/learn/probabilistic-models-in-nlp,Natural Language Processing with Probabilistic Models,DeepLearning.AI,"4.7","1,527 ","60,737","100% online",Intermediate Level,Approx. 31 hours to complete,English," English, Japanese",4001,-,-
4496,https://www.coursera.org/learn/probabilites-1,Aléatoire : une introduction aux probabilités - Partie 1,École Polytechnique,"4.5","97 ","16,237","100% online",NA,Approx. 27 hours to complete,French, French,2381,-,Coursera Labs
4497,https://www.coursera.org/learn/probabilites-2,Aléatoire : une introduction aux probabilités - Partie 2,École Polytechnique,"4.5","34 ","5,757","100% online",NA,Approx. 17 hours to complete,French, French,2381,-,Coursera Labs
4498,https://www.coursera.org/learn/probability-intro,Introduction to Probability and Data with R,Duke University,"4.7","5,449 ","265,834","100% online",Beginner Level,Approx. 14 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",4001,-,-
4499,https://www.coursera.org/learn/probability-intro-ko,R을 사용한 확률 및 데이터 소개,Duke University,NA,NA,"365,463","100% online",Beginner Level,Approx. 13 hours to complete,Korean," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",2368,-,-
4500,https://www.coursera.org/learn/probability-statistics,Probability and Statistics: To p or not to p?,University of London,"4.6","1,399 ","75,429","100% online",Beginner Level,Approx. 16 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
4501,https://www.coursera.org/learn/probability-theory-foundation-for-data-science,Probability Theory: Foundation for Data Science,University of Colorado Boulder,"4.4","117 ","15,873","100% online",Intermediate Level,Approx. 47 hours to complete,English, English,6451,-,-
4502,https://www.coursera.org/learn/problem-solving,Effective Problem-Solving and Decision-Making,"University of California, Irvine","4.5","5,727 ","225,125","100% online",Beginner Level,Approx. 8 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",0,-,-
4503,https://www.coursera.org/learn/problem-solving-programming-video-games,"Problem Solving, Python Programming, and Video Games",University of Alberta,"4.3","208 ","63,730","100% online",Beginner Level,Approx. 80 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
4504,https://www.coursera.org/learn/problem-solving-skills,Problem-Solving Skills for University Success,The University of Sydney,"4.9","1,443 ","59,722","100% online",Beginner Level,Approx. 23 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
4505,https://www.coursera.org/learn/problemsolving,Problem-Solving,Arizona State University,NA,NA,"5,548","100% online",NA,Approx. 4 hours to complete,English, English,0,-,Coursera Labs
4506,https://www.coursera.org/learn/procesamiento-de-imagenes,Procesamiento de Imágenes,Pontificia Universidad Católica de Chile,NA,NA,"816","100% online",Intermediate Level,Approx. 21 hours to complete,Spanish, Spanish,2368,-,Coursera Labs
4507,https://www.coursera.org/learn/proceso-de-datos-sucios-a-datos-limpios,Proceso de datos sucios a datos limpios,Google,"4.8","338 ","10,278","100% online",Beginner Level,Approx. 22 hours to complete,Spanish," Spanish, English",1143,-,-
4508,https://www.coursera.org/learn/proceso-gestion-marca-estrategico,Proceso de gestión de marca estratégico,Tecnológico de Monterrey,NA,NA,"1,659","100% online",Beginner Level,Approx. 23 hours to complete,Spanish, Spanish,4001,-,Coursera Labs
4509,https://www.coursera.org/learn/process-data,Process Data from Dirty to Clean,Google,"4.8","11,521 ","446,707","100% online",Beginner Level,Approx. 23 hours to complete,English, English,1143,-,-
4510,https://www.coursera.org/learn/process-data-japanese, 4.「ダーティー」なデータを「クリーン」にする,NA,"4.8","17 ","1,668","100% online",Beginner Level,Approx. 22 hours to complete,Japanese," Japanese, English",766,-,-
4511,https://www.coursera.org/learn/process-mining,Process Mining: Data science in Action,Eindhoven University of Technology,"4.7","1,153 ","78,393","100% online",Intermediate Level,Approx. 22 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
4512,https://www.coursera.org/learn/processamento-neural-linguagem-natural-em-portugues-i,Processamento Neural de Linguagem Natural em Português I,Universidade de São Paulo,NA,NA,"1,032","100% online",Intermediate Level,Approx. 19 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),2368,-,Coursera Labs
4513,https://www.coursera.org/learn/processar-os-dados-para-limpa-los,Processar os dados para limpá-los,Google,"4.7","121 ","4,022","100% online",Beginner Level,Approx. 22 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), English",1143,-,-
4514,https://www.coursera.org/learn/procurement-basics,Procurement Basics,Rutgers the State University of New Jersey,"4.7","382 ","17,387","100% online",Beginner Level,Approx. 5 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",3184,-,-
4515,https://www.coursera.org/learn/procurement-negotiation,Procurement Negotiation,Rutgers the State University of New Jersey,"4.7","156 ","10,211","100% online",Beginner Level,Approx. 8 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",3184,-,-
4516,https://www.coursera.org/learn/procurement-sourcing-conclusions,Strategic Procurement and Sourcing Conclusions,Rutgers the State University of New Jersey,"4.8","132 ","6,523","100% online",Beginner Level,Approx. 3 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",3184,-,-
